  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   566,    P-1006,   2025/07/27 19:29:45,Picarro_Sample_Tray-114,      10,        -5.745,       -10.778,       -85.598,        -0.040,         12260,       0,    1,                                        ,                                        ,                 H2O, 1753670059.58,         0.208,         0.170,         0.722,         0.158,        90.138,        -0.000,        -0.001,         1.527,        48.111,        25.511,         0.674,        44.622,         0.940,        -0.085,       -0.0000,       -0.0000,    0,        40.500,Picarro_Sample_Tray,     114,       5,    UBC_01,       0,       1
   567,    P-1006,   2025/07/27 19:38:45,Picarro_Sample_Tray-114,      11,        -5.748,       -10.767,       -85.557,        -0.049,         12278,       0,    1,                                        ,                                        ,                 H2O, 1753670600.39,         0.206,         0.174,         0.677,         0.155,        88.579,         0.000,        -0.003,         1.490,        48.196,        25.450,         0.675,        44.975,         0.940,        -0.051,       -0.0000,        0.0000,    0,        40.500,Picarro_Sample_Tray,     114,       5,    UBC_01,       0,       1
   568,    P-1006,   2025/07/27 19:47:46,Picarro_Sample_Tray-114,      12,        -5.781,       -10.791,       -85.631,        -0.069,         12268,       0,    1,                                        ,                                        ,                 H2O, 1753671140.72,         0.177,         0.163,         0.591,         0.140,        89.854,        -0.001,        -0.000,         1.516,        48.111,        25.617,         0.660,        44.527,         0.942,        -0.058,        0.0000,        0.0000,    0,        40.438,Picarro_Sample_Tray,     114,       5,    UBC_01,       0,       1
   569,    P-1007,   2025/07/27 19:56:58,Picarro_Sample_Tray-115,       1,        -6.518,       -12.205,      -103.251,        -0.055,         12676,      -1,    1,                                        ,                                        ,                 H2O, 1753671693.38,         0.195,         0.188,         0.665,         0.142,        92.156,        -0.000,         0.000,         1.541,        50.020,        26.259,         0.689,        46.287,         0.940,        -0.038,        0.0000,        0.0000,    0,        40.375,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   570,    P-1007,   2025/07/27 20:05:59,Picarro_Sample_Tray-115,       2,        -6.504,       -12.234,      -104.470,        -0.026,         12275,      -1,    1,                                        ,                                        ,                 H2O, 1753672233.82,         0.190,         0.165,         0.603,         0.149,        87.948,         0.000,         0.001,         1.488,        48.177,        25.610,         0.654,        44.446,         0.942,        -0.050,        0.0000,       -0.0000,    0,        40.375,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   571,    P-1007,   2025/07/27 20:14:59,Picarro_Sample_Tray-115,       3,        -6.510,       -12.220,      -104.673,        -0.040,         12288,      -1,    1,                                        ,                                        ,                 H2O, 1753672773.94,         0.199,         0.175,         0.626,         0.153,        88.938,         0.000,         0.000,         1.503,        48.256,        25.670,         0.667,        44.233,         0.940,        -0.134,       -0.0000,        0.0000,    0,        40.375,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   572,    P-1007,   2025/07/27 20:23:59,Picarro_Sample_Tray-115,       4,        -6.510,       -12.201,      -104.724,        -0.049,         12281,       0,    1,                                        ,                                        ,                 H2O, 1753673313.29,         0.178,         0.163,         0.590,         0.143,        89.207,         0.000,         0.001,         1.515,        48.191,        25.588,         0.655,        44.400,         0.940,        -0.080,        0.0000,        0.0000,    0,        40.375,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   573,    P-1007,   2025/07/27 20:33:00,Picarro_Sample_Tray-115,       5,        -6.556,       -12.283,      -104.894,        -0.052,         12297,       0,    1,                                        ,                                        ,                 H2O, 1753673853.83,         0.187,         0.170,         0.670,         0.147,        89.319,         0.000,        -0.000,         1.514,        48.218,        25.632,         0.669,        44.665,         0.939,        -0.018,       -0.0000,       -0.0000,    0,        40.375,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   574,    P-1007,   2025/07/27 20:41:59,Picarro_Sample_Tray-115,       6,        -6.505,       -12.224,      -104.901,        -0.032,         12269,       0,    1,                                        ,                                        ,                 H2O, 1753674394.32,         0.181,         0.185,         0.614,         0.140,        89.189,        -0.000,         0.001,         1.510,        48.140,        25.661,         0.653,        44.194,         0.942,        -0.116,       -0.0000,       -0.0000,    0,        40.250,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   575,    P-1007,   2025/07/27 20:50:59,Picarro_Sample_Tray-115,       7,        -6.536,       -12.246,      -104.980,        -0.052,         12322,       0,    1,                                        ,                                        ,                 H2O, 1753674933.46,         0.186,         0.175,         0.607,         0.141,        90.229,         0.000,         0.001,         1.514,        48.384,        25.856,         0.657,        44.014,         0.939,        -0.153,        0.0000,        0.0000,    0,        40.250,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   576,    P-1007,   2025/07/27 20:59:59,Picarro_Sample_Tray-115,       8,        -6.532,       -12.241,      -104.984,        -0.050,         12308,       0,    1,                                        ,                                        ,                 H2O, 1753675473.95,         0.193,         0.172,         0.719,         0.144,        90.504,         0.000,         0.001,         1.522,        48.333,        25.811,         0.666,        44.073,         0.941,        -0.113,       -0.0000,       -0.0000,    0,        40.188,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   577,    P-1007,   2025/07/27 21:08:58,Picarro_Sample_Tray-115,       9,        -6.540,       -12.213,      -104.964,        -0.073,         12308,       0,    1,                                        ,                                        ,                 H2O, 1753676012.96,         0.188,         0.168,         0.701,         0.144,        89.751,         0.000,         0.001,         1.513,        48.364,        25.661,         0.660,        44.253,         0.940,        -0.094,        0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   578,    P-1007,   2025/07/27 21:17:59,Picarro_Sample_Tray-115,      10,        -6.521,       -12.223,      -104.971,        -0.049,         12259,       0,    1,                                        ,                                        ,                 H2O, 1753676553.90,         0.199,         0.169,         0.665,         0.152,        89.651,         0.000,         0.001,         1.511,        48.072,        25.402,         0.673,        45.034,         0.940,        -0.025,       -0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   579,    P-1007,   2025/07/27 21:26:58,Picarro_Sample_Tray-115,      11,        -6.501,       -12.225,      -104.983,        -0.028,         12275,       0,    1,                                        ,                                        ,                 H2O, 1753677092.91,         0.189,         0.160,         0.585,         0.150,        89.244,         0.000,         0.001,         1.503,        48.189,        25.668,         0.667,        44.168,         0.939,        -0.094,        0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   580,    P-1007,   2025/07/27 21:35:59,Picarro_Sample_Tray-115,      12,        -6.517,       -12.247,      -105.027,        -0.032,         12318,       0,    1,                                        ,                                        ,                 H2O, 1753677633.93,         0.187,         0.175,         0.686,         0.143,        89.355,         0.000,        -0.001,         1.508,        48.375,        25.727,         0.672,        44.425,         0.940,        -0.110,        0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,     115,       5,    UBC_01,       0,       1
   581,    P-1008,   2025/07/27 21:45:12,Picarro_Sample_Tray-83,       1,        -6.686,       -12.564,      -106.702,        -0.033,         12561,      -1,    1,                                        ,                                        ,                 H2O, 1753678186.83,         0.178,         0.162,         0.655,         0.143,        90.217,         0.000,        -0.000,         1.508,        49.458,        25.929,         0.675,        46.255,         0.941,         0.078,       -0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   582,    P-1008,   2025/07/27 21:54:12,Picarro_Sample_Tray-83,       2,        -6.668,       -12.542,      -107.037,        -0.026,         12249,      -1,    1,                                        ,                                        ,                 H2O, 1753678727.33,         0.184,         0.171,         0.655,         0.146,        90.903,        -0.000,         0.001,         1.536,        48.133,        25.621,         0.652,        43.573,         0.940,        -0.220,       -0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   583,    P-1008,   2025/07/27 22:03:13,Picarro_Sample_Tray-83,       3,        -6.730,       -12.589,      -106.977,        -0.063,         12246,      -1,    1,                                        ,                                        ,                 H2O, 1753679267.38,         0.189,         0.167,         0.609,         0.150,        90.377,         0.000,         0.001,         1.528,        47.953,        25.501,         0.653,        44.768,         0.940,         0.053,       -0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   584,    P-1008,   2025/07/27 22:12:14,Picarro_Sample_Tray-83,       4,        -6.671,       -12.541,      -107.054,        -0.029,         12236,       0,    1,                                        ,                                        ,                 H2O, 1753679809.07,         0.190,         0.160,         0.641,         0.155,        89.657,        -0.000,         0.001,         1.508,        48.049,        25.602,         0.656,        43.730,         0.942,        -0.176,        0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   585,    P-1008,   2025/07/27 22:21:14,Picarro_Sample_Tray-83,       5,        -6.689,       -12.579,      -107.088,        -0.027,         12270,       0,    1,                                        ,                                        ,                 H2O, 1753680349.09,         0.199,         0.170,         0.702,         0.152,        89.180,        -0.000,         0.000,         1.509,        48.155,        25.506,         0.673,        44.517,         0.942,        -0.041,        0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   586,    P-1008,   2025/07/27 22:30:15,Picarro_Sample_Tray-83,       6,        -6.706,       -12.568,      -107.022,        -0.050,         12209,       0,    1,                                        ,                                        ,                 H2O, 1753680889.71,         0.177,         0.178,         0.617,         0.131,        87.239,         0.000,        -0.000,         1.470,        47.877,        25.456,         0.653,        44.102,         0.939,        -0.096,       -0.0000,        0.0000,    0,        40.062,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   587,    P-1008,   2025/07/27 22:39:14,Picarro_Sample_Tray-83,       7,        -6.694,       -12.551,      -107.059,        -0.048,         12264,       0,    1,                                        ,                                        ,                 H2O, 1753681428.68,         0.184,         0.168,         0.655,         0.140,        88.017,         0.000,        -0.000,         1.494,        48.081,        25.645,         0.667,        44.327,         0.940,        -0.083,        0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   588,    P-1008,   2025/07/27 22:48:15,Picarro_Sample_Tray-83,       8,        -6.712,       -12.585,      -107.072,        -0.047,         12204,       0,    1,                                        ,                                        ,                 H2O, 1753681969.27,         0.192,         0.170,         0.574,         0.149,        88.179,         0.000,         0.002,         1.493,        47.812,        25.383,         0.664,        44.393,         0.940,        -0.020,       -0.0000,       -0.0000,    0,        40.125,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   589,    P-1008,   2025/07/27 22:57:15,Picarro_Sample_Tray-83,       9,        -6.735,       -12.608,      -106.987,        -0.058,         12250,       0,    1,                                        ,                                        ,                 H2O, 1753682510.36,         0.178,         0.168,         0.658,         0.143,        89.519,        -0.000,         0.000,         1.516,        47.976,        25.429,         0.668,        44.963,         0.941,         0.046,        0.0000,        0.0000,    0,        40.062,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   590,    P-1008,   2025/07/27 23:06:15,Picarro_Sample_Tray-83,      10,        -6.687,       -12.559,      -107.032,        -0.036,         12209,       0,    1,                                        ,                                        ,                 H2O, 1753683050.38,         0.179,         0.174,         0.596,         0.142,        88.538,        -0.000,         0.001,         1.496,        47.864,        25.431,         0.653,        44.142,         0.940,        -0.082,       -0.0000,        0.0000,    0,        40.000,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   591,    P-1008,   2025/07/27 23:15:15,Picarro_Sample_Tray-83,      11,        -6.717,       -12.565,      -107.059,        -0.063,         12215,       0,    1,                                        ,                                        ,                 H2O, 1753683589.59,         0.179,         0.162,         0.704,         0.135,        88.529,        -0.000,         0.000,         1.498,        47.826,        25.495,         0.663,        44.435,         0.940,        -0.056,        0.0000,        0.0000,    0,        39.938,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   592,    P-1008,   2025/07/27 23:24:15,Picarro_Sample_Tray-83,      12,        -6.685,       -12.543,      -107.067,        -0.042,         12233,       0,    1,                                        ,                                        ,                 H2O, 1753684130.11,         0.189,         0.174,         0.699,         0.142,        89.556,        -0.000,         0.000,         1.512,        47.998,        25.566,         0.666,        43.921,         0.939,        -0.111,        0.0000,        0.0000,    0,        39.938,Picarro_Sample_Tray,      83,       6,    UBC_01,       0,       1
   593,    P-1009,   2025/07/27 23:33:28,Picarro_Sample_Tray-84,       1,        -7.204,       -13.514,      -122.719,        -0.046,         12661,      -1,    1,                                        ,                                        ,                 H2O, 1753684682.80,         0.193,         0.169,         0.692,         0.149,        91.081,        -0.000,         0.003,         1.531,        49.925,        26.435,         0.690,        45.549,         0.942,        -0.073,        0.0000,       -0.0000,    0,        39.938,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   594,    P-1009,   2025/07/27 23:42:29,Picarro_Sample_Tray-84,       2,        -7.215,       -13.565,      -123.925,        -0.030,         12218,      -1,    1,                                        ,                                        ,                 H2O, 1753685224.17,         0.178,         0.163,         0.655,         0.135,        88.307,         0.000,         0.002,         1.493,        47.947,        25.355,         0.655,        44.210,         0.940,        -0.091,       -0.0000,        0.0000,    0,        40.000,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   595,    P-1009,   2025/07/27 23:51:28,Picarro_Sample_Tray-84,       3,        -7.225,       -13.563,      -124.136,        -0.041,         12245,      -1,    1,                                        ,                                        ,                 H2O, 1753685763.18,         0.188,         0.176,         0.608,         0.146,        88.642,        -0.000,         0.002,         1.499,        48.029,        25.574,         0.655,        44.013,         0.940,        -0.038,       -0.0000,       -0.0000,    0,        39.938,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   596,    P-1009,   2025/07/28 00:00:29,Picarro_Sample_Tray-84,       4,        -7.251,       -13.564,      -124.292,        -0.067,         12222,       0,    1,                                        ,                                        ,                 H2O, 1753686304.30,         0.184,         0.172,         0.622,         0.136,        88.723,         0.000,         0.001,         1.498,        47.902,        25.361,         0.651,        44.549,         0.939,         0.031,       -0.0000,        0.0000,    0,        39.875,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   597,    P-1009,   2025/07/28 00:09:30,Picarro_Sample_Tray-84,       5,        -7.217,       -13.574,      -124.286,        -0.027,         12262,       0,    1,                                        ,                                        ,                 H2O, 1753686844.43,         0.181,         0.163,         0.602,         0.144,        88.555,         0.000,         0.001,         1.493,        48.112,        25.577,         0.645,        44.162,         0.940,        -0.072,       -0.0000,        0.0000,    0,        39.875,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   598,    P-1009,   2025/07/28 00:18:30,Picarro_Sample_Tray-84,       6,        -7.236,       -13.567,      -124.419,        -0.050,         12202,       0,    1,                                        ,                                        ,                 H2O, 1753687384.79,         0.186,         0.172,         0.610,         0.148,        88.198,        -0.000,         0.001,         1.487,        47.837,        25.512,         0.647,        43.632,         0.940,        -0.064,       -0.0000,        0.0000,    0,        39.938,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   599,    P-1009,   2025/07/28 00:27:29,Picarro_Sample_Tray-84,       7,        -7.234,       -13.595,      -124.494,        -0.033,         12232,       0,    1,                                        ,                                        ,                 H2O, 1753687923.87,         0.172,         0.160,         0.585,         0.131,        88.295,         0.000,         0.002,         1.490,        47.953,        25.546,         0.646,        43.975,         0.940,        -0.061,        0.0000,       -0.0000,    0,        39.938,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   600,    P-1009,   2025/07/28 00:36:29,Picarro_Sample_Tray-84,       8,        -7.256,       -13.610,      -124.516,        -0.046,         12233,       0,    1,                                        ,                                        ,                 H2O, 1753688463.54,         0.193,         0.189,         0.656,         0.149,        88.717,         0.000,         0.002,         1.493,        47.924,        25.601,         0.650,        44.031,         0.941,        -0.011,        0.0000,       -0.0000,    0,        39.938,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   601,    P-1009,   2025/07/28 00:45:29,Picarro_Sample_Tray-84,       9,        -7.222,       -13.562,      -124.474,        -0.038,         12222,       0,    1,                                        ,                                        ,                 H2O, 1753689004.20,         0.185,         0.178,         0.633,         0.140,        88.134,         0.000,         0.000,         1.495,        47.917,        25.462,         0.650,        44.136,         0.940,        -0.017,        0.0000,       -0.0000,    0,        39.938,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   602,    P-1009,   2025/07/28 00:54:30,Picarro_Sample_Tray-84,      10,        -7.276,       -13.596,      -124.504,        -0.075,         12214,       0,    1,                                        ,                                        ,                 H2O, 1753689544.85,         0.194,         0.179,         0.665,         0.142,        88.333,         0.000,         0.001,         1.496,        47.886,        25.541,         0.648,        43.773,         0.940,        -0.125,       -0.0000,        0.0000,    0,        39.875,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   603,    P-1009,   2025/07/28 01:03:31,Picarro_Sample_Tray-84,      11,        -7.209,       -13.556,      -124.615,        -0.028,         12278,       0,    1,                                        ,                                        ,                 H2O, 1753690085.87,         0.200,         0.168,         0.640,         0.150,        90.667,        -0.000,         0.001,         1.529,        48.245,        25.708,         0.653,        43.617,         0.939,        -0.189,        0.0000,        0.0000,    0,        39.812,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   604,    P-1009,   2025/07/28 01:12:31,Picarro_Sample_Tray-84,      12,        -7.232,       -13.588,      -124.562,        -0.035,         12197,       0,    1,                                        ,                                        ,                 H2O, 1753690625.17,         0.203,         0.169,         0.748,         0.158,        89.152,         0.001,        -0.000,         1.499,        47.815,        25.508,         0.662,        43.713,         0.940,        -0.083,       -0.0000,       -0.0000,    0,        39.812,Picarro_Sample_Tray,      84,       6,    UBC_01,       0,       1
   605,    P-1010,   2025/07/28 01:21:44,Picarro_Sample_Tray-85,       1,        -6.985,       -13.076,      -131.713,        -0.060,         12597,      -1,    1,                                        ,                                        ,                 H2O, 1753691179.10,         0.190,         0.170,         0.620,         0.152,        89.412,        -0.000,         0.002,         1.506,        49.557,        26.191,         0.662,        45.800,         0.940,         0.035,       -0.0000,       -0.0000,    0,        39.875,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   606,    P-1010,   2025/07/28 01:30:44,Picarro_Sample_Tray-85,       2,        -6.944,       -13.003,      -132.262,        -0.057,         12212,      -1,    1,                                        ,                                        ,                 H2O, 1753691718.93,         0.190,         0.165,         0.685,         0.157,        89.565,         0.000,         0.003,         1.510,        47.858,        25.467,         0.657,        43.982,         0.940,        -0.055,        0.0000,       -0.0000,    0,        39.812,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   607,    P-1010,   2025/07/28 01:39:44,Picarro_Sample_Tray-85,       3,        -6.975,       -13.056,      -132.373,        -0.060,         12269,      -1,    1,                                        ,                                        ,                 H2O, 1753692259.64,         0.189,         0.184,         0.677,         0.138,        89.061,         0.000,         0.002,         1.502,        48.085,        25.698,         0.651,        43.999,         0.940,        -0.065,        0.0000,       -0.0000,    0,        39.812,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   608,    P-1010,   2025/07/28 01:48:44,Picarro_Sample_Tray-85,       4,        -6.941,       -13.034,      -132.385,        -0.038,         12198,       0,    1,                                        ,                                        ,                 H2O, 1753692799.65,         0.190,         0.184,         0.609,         0.140,        88.901,         0.000,         0.003,         1.502,        47.776,        25.530,         0.646,        43.784,         0.939,        -0.011,        0.0000,       -0.0000,    0,        39.688,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   609,    P-1010,   2025/07/28 01:57:44,Picarro_Sample_Tray-85,       5,        -6.945,       -13.025,      -132.440,        -0.047,         12174,       0,    1,                                        ,                                        ,                 H2O, 1753693339.82,         0.195,         0.185,         0.631,         0.141,        88.301,         0.000,         0.000,         1.485,        47.644,        25.570,         0.653,        43.514,         0.939,        -0.073,        0.0000,       -0.0000,    0,        39.750,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   610,    P-1010,   2025/07/28 02:06:43,Picarro_Sample_Tray-85,       6,        -6.958,       -13.035,      -132.494,        -0.055,         12248,       0,    1,                                        ,                                        ,                 H2O, 1753693878.06,         0.194,         0.172,         0.677,         0.148,        88.553,        -0.000,         0.002,         1.503,        47.961,        25.619,         0.656,        44.133,         0.940,         0.004,        0.0000,       -0.0000,    0,        39.750,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   611,    P-1010,   2025/07/28 02:15:43,Picarro_Sample_Tray-85,       7,        -6.962,       -13.030,      -132.473,        -0.061,         12260,       0,    1,                                        ,                                        ,                 H2O, 1753694418.28,         0.197,         0.174,         0.649,         0.150,        89.991,        -0.000,         0.003,         1.518,        48.050,        25.431,         0.653,        44.623,         0.940,         0.073,        0.0000,        0.0000,    0,        39.812,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   612,    P-1010,   2025/07/28 02:24:43,Picarro_Sample_Tray-85,       8,        -6.927,       -13.001,      -132.484,        -0.041,         12248,       0,    1,                                        ,                                        ,                 H2O, 1753694958.17,         0.200,         0.153,         0.598,         0.157,        90.001,         0.000,         0.002,         1.518,        48.043,        25.460,         0.650,        44.137,         0.940,        -0.053,        0.0000,        0.0000,    0,        39.750,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   613,    P-1010,   2025/07/28 02:33:44,Picarro_Sample_Tray-85,       9,        -6.955,       -13.036,      -132.639,        -0.051,         12237,       0,    1,                                        ,                                        ,                 H2O, 1753695499.48,         0.189,         0.185,         0.661,         0.142,        90.566,        -0.000,         0.001,         1.526,        47.983,        25.382,         0.652,        44.417,         0.940,         0.019,        0.0000,       -0.0000,    0,        39.750,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   614,    P-1010,   2025/07/28 02:42:45,Picarro_Sample_Tray-85,      10,        -6.967,       -13.030,      -132.549,        -0.067,         12245,       0,    1,                                        ,                                        ,                 H2O, 1753696039.62,         0.194,         0.179,         0.653,         0.147,        89.574,         0.000,         0.001,         1.513,        48.000,        25.559,         0.647,        44.033,         0.942,        -0.040,       -0.0000,        0.0000,    0,        39.625,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   615,    P-1010,   2025/07/28 02:51:44,Picarro_Sample_Tray-85,      11,        -6.950,       -13.013,      -132.589,        -0.059,         12235,       0,    1,                                        ,                                        ,                 H2O, 1753696579.28,         0.190,         0.179,         0.571,         0.146,        88.962,        -0.000,         0.001,         1.502,        47.965,        25.558,         0.649,        43.852,         0.940,        -0.058,       -0.0000,        0.0000,    0,        39.688,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   616,    P-1010,   2025/07/28 03:00:44,Picarro_Sample_Tray-85,      12,        -6.929,       -13.010,      -132.569,        -0.039,         12236,       0,    1,                                        ,                                        ,                 H2O, 1753697118.41,         0.185,         0.182,         0.591,         0.142,        89.308,         0.000,         0.001,         1.514,        47.990,        25.622,         0.642,        43.542,         0.941,        -0.103,        0.0000,       -0.0000,    0,        39.688,Picarro_Sample_Tray,      85,       6,    UBC_01,       0,       1
   617,    P-1011,   2025/07/28 03:09:58,Picarro_Sample_Tray-86,       1,        -8.671,       -16.300,      -167.909,        -0.032,         12648,      -1,    1,                                        ,                                        ,                 H2O, 1753697672.50,         0.177,         0.165,         0.642,         0.140,        90.657,         0.000,         0.005,         1.529,        49.891,        26.480,         0.647,        44.666,         0.941,        -0.083,       -0.0000,       -0.0000,    0,        39.688,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   618,    P-1011,   2025/07/28 03:18:57,Picarro_Sample_Tray-86,       2,        -8.745,       -16.430,      -170.526,        -0.037,         12193,      -1,    1,                                        ,                                        ,                 H2O, 1753698211.83,         0.174,         0.168,         0.651,         0.129,        89.515,         0.000,         0.005,         1.510,        47.745,        25.529,         0.635,        43.469,         0.939,        -0.023,        0.0000,       -0.0000,    0,        39.688,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   619,    P-1011,   2025/07/28 03:27:58,Picarro_Sample_Tray-86,       3,        -8.760,       -16.437,      -170.991,        -0.047,         12218,      -1,    1,                                        ,                                        ,                 H2O, 1753698752.35,         0.196,         0.183,         0.638,         0.152,        89.280,         0.000,         0.005,         1.507,        47.846,        25.638,         0.630,        43.417,         0.940,         0.052,        0.0000,       -0.0000,    0,        39.688,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   620,    P-1011,   2025/07/28 03:36:58,Picarro_Sample_Tray-86,       4,        -8.753,       -16.448,      -171.188,        -0.035,         12200,       0,    1,                                        ,                                        ,                 H2O, 1753699292.89,         0.208,         0.189,         0.657,         0.151,        88.408,         0.000,         0.004,         1.497,        47.786,        25.488,         0.633,        43.517,         0.941,         0.004,       -0.0000,       -0.0000,    0,        39.625,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   621,    P-1011,   2025/07/28 03:45:58,Picarro_Sample_Tray-86,       5,        -8.763,       -16.465,      -171.486,        -0.035,         12250,       0,    1,                                        ,                                        ,                 H2O, 1753699832.67,         0.200,         0.170,         0.697,         0.151,        88.912,         0.000,         0.003,         1.500,        47.974,        25.737,         0.640,        43.523,         0.940,        -0.008,       -0.0000,       -0.0000,    0,        39.562,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   622,    P-1011,   2025/07/28 03:54:58,Picarro_Sample_Tray-86,       6,        -8.768,       -16.457,      -171.636,        -0.045,         12201,       0,    1,                                        ,                                        ,                 H2O, 1753700372.39,         0.199,         0.165,         0.651,         0.155,        89.333,         0.000,         0.003,         1.507,        47.792,        25.383,         0.643,        43.949,         0.940,         0.020,        0.0000,       -0.0000,    0,        39.625,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   623,    P-1011,   2025/07/28 04:03:57,Picarro_Sample_Tray-86,       7,        -8.762,       -16.456,      -171.632,        -0.040,         12200,       0,    1,                                        ,                                        ,                 H2O, 1753700911.72,         0.196,         0.177,         0.682,         0.151,        89.379,         0.001,         0.002,         1.501,        47.780,        25.636,         0.643,        43.179,         0.941,        -0.049,        0.0000,       -0.0000,    0,        39.562,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   624,    P-1011,   2025/07/28 04:12:57,Picarro_Sample_Tray-86,       8,        -8.751,       -16.466,      -171.788,        -0.022,         12212,       0,    1,                                        ,                                        ,                 H2O, 1753701451.72,         0.177,         0.178,         0.657,         0.134,        88.978,         0.001,         0.003,         1.506,        47.861,        25.547,         0.636,        43.318,         0.939,        -0.053,       -0.0000,        0.0000,    0,        39.625,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   625,    P-1011,   2025/07/28 04:21:57,Picarro_Sample_Tray-86,       9,        -8.772,       -16.466,      -171.816,        -0.044,         12241,       0,    1,                                        ,                                        ,                 H2O, 1753701992.42,         0.217,         0.193,         0.645,         0.152,        88.888,         0.000,         0.002,         1.488,        47.993,        25.528,         0.644,        43.687,         0.939,         0.008,       -0.0000,       -0.0000,    0,        39.562,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
   626,    P-1011,   2025/07/28 04:30:58,Picarro_Sample_Tray-86,      10,        -8.744,       -16.440,      -171.832,        -0.030,         12167,       0,    1,                                        ,                                        ,                 H2O, 1753702532.40,         0.176,         0.165,         0.664,         0.138,        88.949,         0.000,         0.002,         1.501,        47.694,        25.616,         0.639,        42.472,         0.939,        -0.131,        0.0000,       -0.0000,    0,        39.500,Picarro_Sample_Tray,      86,       6,    UBC_01,       0,       1
